pt_l,pt_lbar,pt_l_lead,pt_l_trail,pt_ll,eta_l,eta_lbar,eta_l_lead,eta_l_trail,h_pt_l,h_pt_lbar,h_pt_l_lead,h_pt_l_trail,h_pt_ll,h_eta_l,h_eta_lbar,h_eta_l_lead,h_eta_l_trail,
11.1897,3.11801,11.1897,3.11801,14.3019,1.76868,-1.55182,1.76868,-1.55182,189.325,45.305,189.325,45.305,217.226,-0.311835,-2.24931,-0.311835,-2.24931,
70.5985,5.67613,70.5985,5.67613,65.1011,1.2486,1.6223,1.2486,1.6223,61.9276,55.7496,61.9276,55.7496,111.182,1.37093,-1.46738,1.37093,-1.46738,
0.304176,0.0418049,0.304176,0.0418049,0.345977,1.77554,1.78938,1.77554,1.78938,176.723,269.943,269.943,176.723,93.8939,-1.18108,1.14021,1.14021,-1.18108,
0.583116,0.019867,0.583116,0.019867,0.602981,5.59656,5.68268,5.59656,5.68268,141.385,130.553,141.385,130.553,12.8565,-0.0690507,-0.399583,-0.0690507,-0.399583,
119.847,1.04374,119.847,1.04374,118.981,1.30731,-5.47275,1.30731,-5.47275,30.1799,27.6027,30.1799,27.6027,22.8429,-1.20952,0.368424,-1.20952,0.368424,
88.755,59.6874,88.755,59.6874,81.7942,0.27101,-0.22277,0.27101,-0.22277,245.436,64.0205,245.436,64.0205,268.026,-0.895546,-0.140533,-0.895546,-0.140533,
6.50724,58.6192,58.6192,6.50724,52.1121,1.09238,-2.32201,-2.32201,1.09238,122.146,52.3933,122.146,52.3933,119.525,0.679173,-2.42645,0.679173,-2.42645,
0.019331,9.76998,9.76998,0.019331,9.76615,-3.65744,-0.809411,-0.809411,-3.65744,140.796,115.246,140.796,115.246,30.2671,-1.35736,1.88887,-1.35736,1.88887,
0.213628,40.2157,40.2157,0.213628,40.3051,5.84122,-0.00611473,-0.00611473,5.84122,72.6876,90.5052,90.5052,72.6876,67.9551,-0.674296,0.540813,0.540813,-0.674296,
0.201613,1.00864,1.00864,0.201613,1.21024,0.914078,0.923749,0.923749,0.914078,20.0736,100.54,100.54,20.0736,85.3943,-1.48689,2.28974,2.28974,-1.48689,
69.044,0.227744,69.044,0.227744,68.8313,0.430783,1.57574,0.430783,1.57574,80.5527,265.654,265.654,80.5527,189.235,1.04034,0.0694297,0.0694297,1.04034,
9.77613,0.160023,9.77613,0.160023,9.63193,-1.32471,-4.11238,-1.32471,-4.11238,139.718,280.682,280.682,139.718,148.668,-1.74631,0.240627,0.240627,-1.74631,
26.7651,6.77622,26.7651,6.77622,33.5343,2.11808,2.06963,2.11808,2.06963,64.7644,86.9997,86.9997,64.7644,36.22,-1.39655,1.84999,1.84999,-1.39655,
62.8888,0.659367,62.8888,0.659367,63.0277,-0.680902,1.79957,-0.680902,1.79957,25.4517,146.344,146.344,25.4517,141.624,-0.191557,1.21664,1.21664,-0.191557,
0.116086,28.4818,28.4818,0.116086,28.5604,1.7648,0.998257,0.998257,1.7648,39.9804,45.1245,45.1245,39.9804,67.8054,-1.49667,1.39258,1.39258,-1.49667,
0.0411676,0.0574832,0.0574832,0.0411676,0.0986204,-3.86186,-3.88893,-3.88893,-3.86186,21.0513,32.9122,32.9122,21.0513,41.0407,2.08943,-0.861198,-0.861198,2.08943,
0.722953,0.799126,0.799126,0.722953,1.52208,0.34519,0.346337,0.346337,0.34519,130.441,26.5535,130.441,26.5535,118.7,2.38048,0.0733821,2.38048,0.0733821,
27.0847,0.153668,27.0847,0.153668,27.2383,-0.75454,-1.05827,-0.75454,-1.05827,145.86,23.3675,145.86,23.3675,133.012,0.195061,-0.391079,0.195061,-0.391079,
0.162791,0.228766,0.228766,0.162791,0.391531,0.688269,0.608375,0.608375,0.688269,211.453,30.3211,211.453,30.3211,199.136,1.7382,1.8801,1.7382,1.8801,
0.250577,0.174479,0.250577,0.174479,0.328883,5.36805,-0.305036,5.36805,-0.305036,31.9228,55.0822,55.0822,31.9228,33.0666,-0.657589,0.886568,0.886568,-0.657589,
0.22483,1.95292,1.95292,0.22483,2.17773,-0.618734,-0.635542,-0.635542,-0.618734,81.8182,135.397,135.397,81.8182,84.7398,-0.635181,1.28534,1.28534,-0.635181,
2.32744,0.359921,2.32744,0.359921,2.22743,3.12447,-2.06731,3.12447,-2.06731,293.879,124.95,293.879,124.95,372.204,1.0469,-0.667432,1.0469,-0.667432,
0.0364918,0.810872,0.810872,0.0364918,0.776049,2.42305,1.72927,1.72927,2.42305,108.765,29.0858,108.765,29.0858,99.8659,-1.6207,0.873045,-1.6207,0.873045,
0.026268,0.0621344,0.0621344,0.026268,0.0883841,-1.5575,-1.55758,-1.55758,-1.5575,183.775,25.1601,183.775,25.1601,158.701,-0.935413,1.98479,-0.935413,1.98479,
11.5626,0.069959,11.5626,0.069959,11.5163,-0.487886,-3.07206,-0.487886,-3.07206,75.2407,108.89,108.89,75.2407,35.3848,-0.91205,0.900469,0.900469,-0.91205,
0.196447,10.0928,10.0928,0.196447,10.2835,-1.68328,-0.0450042,-0.0450042,-1.68328,192.088,222.249,222.249,192.088,45.1075,-0.0323887,1.94197,1.94197,-0.0323887,
39.2816,7.34694,39.2816,7.34694,32.1724,-0.400167,1.07422,-0.400167,1.07422,42.8714,61.7394,61.7394,42.8714,103.75,-0.570694,0.28379,0.28379,-0.570694,
0.230248,0.00766165,0.230248,0.00766165,0.235843,-3.32367,-2.77766,-3.32367,-2.77766,227.182,64.041,227.182,64.041,166.83,1.21669,0.502383,1.21669,0.502383,
8.50764,6.98016,8.50764,6.98016,1.5452,-1.60863,-0.511464,-1.60863,-0.511464,117.726,29.3569,117.726,29.3569,99.5439,-1.52665,-0.386722,-1.52665,-0.386722,
14.7161,0.109,14.7161,0.109,14.7159,-1.07732,-1.23439,-1.07732,-1.23439,180.68,43.5199,180.68,43.5199,220.199,0.286998,-2.24316,0.286998,-2.24316,
8.39492,125.951,125.951,8.39492,134.346,0.842795,0.888128,0.888128,0.842795,110.207,50.7532,110.207,50.7532,60.2769,0.36974,0.288008,0.36974,0.288008,
69.0064,227.487,227.487,69.0064,206.157,0.693462,0.0168637,0.0168637,0.693462,83.5804,227.971,227.971,83.5804,173.995,0.842475,0.148638,0.148638,0.842475,
1.2893,76.9214,76.9214,1.2893,77.1278,0.198207,0.199375,0.199375,0.198207,271.946,82.3256,271.946,82.3256,202.848,-1.53389,1.05048,-1.53389,1.05048,
154.724,4.06904,154.724,4.06904,158.79,1.58853,1.52312,1.58853,1.52312,44.2778,221.471,221.471,44.2778,182.625,-1.50828,1.68994,1.68994,-1.50828,
9.2723,4.90507,9.2723,4.90507,14.1743,1.24537,1.38913,1.24537,1.38913,56.2666,59.6319,59.6319,56.2666,110.978,-2.14847,1.66712,1.66712,-2.14847,
115.472,159.938,159.938,115.472,275.405,-1.0469,-1.05323,-1.05323,-1.0469,132.654,42.0073,132.654,42.0073,159.056,-1.68094,-0.218997,-1.68094,-0.218997,
0.018552,0.0532208,0.0532208,0.018552,0.071648,2.01307,2.05646,2.05646,2.01307,198.778,38.9172,198.778,38.9172,159.862,-2.06953,-0.269397,-2.06953,-0.269397,
457.073,12.8314,457.073,12.8314,466.531,0.184481,0.0305706,0.184481,0.0305706,497.166,279.544,497.166,279.544,225.328,0.12669,-0.443714,0.12669,-0.443714,
0.879222,1.0471,1.0471,0.879222,1.92632,-0.93045,-0.930134,-0.930134,-0.93045,166.468,59.7449,166.468,59.7449,144.289,-1.01237,2.43626,-1.01237,2.43626,
59.9772,9.04978,59.9772,9.04978,50.9772,1.61627,-0.195161,1.61627,-0.195161,57.2616,96.548,96.548,57.2616,89.3881,1.68708,-1.80391,-1.80391,1.68708,
0.0407027,0.562747,0.562747,0.0407027,0.603449,-1.31696,-1.32695,-1.32695,-1.31696,35.4681,248.834,248.834,35.4681,213.795,0.628904,1.81962,1.81962,0.628904,
47.4163,59.9752,59.9752,47.4163,80.2679,-1.0284,2.29702,2.29702,-1.0284,50.1865,51.3781,51.3781,50.1865,53.0029,-0.862613,2.46244,2.46244,-0.862613,
0.175143,0.206709,0.206709,0.175143,0.381852,-3.6177,-3.61541,-3.61541,-3.6177,97.6388,44.3377,97.6388,44.3377,82.4926,-1.47885,2.17358,-1.47885,2.17358,
0.0708086,0.0558607,0.0708086,0.0558607,0.122162,1.62564,1.30322,1.62564,1.30322,42.4531,114.032,114.032,42.4531,71.6827,-2.2178,1.7446,1.7446,-2.2178,
0.282437,0.0675802,0.282437,0.0675802,0.349887,-3.74823,-3.54529,-3.74823,-3.54529,24.1936,89.7722,89.7722,24.1936,97.2977,-2.1782,1.75837,1.75837,-2.1782,
13.6996,0.0375801,13.6996,0.0375801,13.6638,-1.31647,0.180141,-1.31647,0.180141,32.7584,74.3395,74.3395,32.7584,60.4234,-0.581558,2.03337,2.03337,-0.581558,
0.0290353,0.0313718,0.0313718,0.0290353,0.06012,-1.76897,-1.66516,-1.66516,-1.76897,59.6774,134.91,134.91,59.6774,89.9649,1.74284,-1.98979,-1.98979,1.74284,
2.3358,29.9807,29.9807,2.3358,27.7747,-0.842247,2.4929,2.4929,-0.842247,129.888,64.4824,129.888,64.4824,66.4081,-0.519841,1.65939,-0.519841,1.65939,
0.326616,0.555551,0.555551,0.326616,0.265994,0.173779,-1.93994,-1.93994,0.173779,40.0661,48.919,48.919,40.0661,31.9552,1.23041,-2.06579,-2.06579,1.23041,
2.18556,19.4772,19.4772,2.18556,17.3021,-4.32744,0.532787,0.532787,-4.32744,55.0248,213.643,213.643,55.0248,170.692,0.373948,-2.40302,-2.40302,0.373948,
4.60331,3.65355,4.60331,3.65355,2.26566,1.1651,-1.76423,1.1651,-1.76423,146.209,41.3292,146.209,41.3292,128.783,2.42502,-1.39973,2.42502,-1.39973,
0.737025,0.212473,0.737025,0.212473,0.949495,0.953103,0.954238,0.953103,0.954238,159.538,193.676,193.676,159.538,45.448,0.500905,-2.21551,-2.21551,0.500905,
12.4538,3.12483,12.4538,3.12483,15.5786,1.7116,1.71185,1.7116,1.71185,190.509,33.2592,190.509,33.2592,166.847,0.342876,-0.634726,0.342876,-0.634726,
2.21382,67.08,67.08,2.21382,69.2705,1.68745,-1.51759,-1.51759,1.68745,193.221,70.5753,193.221,70.5753,141.634,1.96783,-1.47702,1.96783,-1.47702,
1.49997,0.174059,1.49997,0.174059,1.67403,-1.06815,-1.07674,-1.06815,-1.07674,439.177,166.972,439.177,166.972,286.421,-0.533565,-2.40282,-0.533565,-2.40282,
0.179545,0.435694,0.435694,0.179545,0.615238,-0.932623,-0.947607,-0.947607,-0.932623,36.0324,83.2264,83.2264,36.0324,53.0554,0.879219,-0.964338,-0.964338,0.879219,
0.0591211,0.634665,0.634665,0.0591211,0.693241,0.0224689,2.54886,2.54886,0.0224689,243.816,323.024,323.024,243.816,139.368,-0.244056,-1.22984,-1.22984,-0.244056,
0.598973,1.00108,1.00108,0.598973,0.620067,-2.30542,2.52596,2.52596,-2.30542,236.062,322.058,322.058,236.062,91.7837,-1.24311,2.06236,2.06236,-1.24311,
0.00524711,0.000506059,0.00524711,0.000506059,0.00519662,-1.54945,-3.84736,-1.54945,-3.84736,132.307,34.5882,132.307,34.5882,119.269,-0.375383,-1.50613,-0.375383,-1.50613,
23.3914,89.5059,89.5059,23.3914,66.1595,0.539777,1.14065,1.14065,0.539777,152.322,106.759,152.322,106.759,58.0638,0.83745,0.786699,0.83745,0.786699,
0.797433,12.1369,12.1369,0.797433,12.1117,0.0306461,0.907826,0.907826,0.0306461,46.0687,101.16,101.16,46.0687,125.422,1.63398,0.258204,0.258204,1.63398,
0.0524911,0.0952339,0.0952339,0.0524911,0.14772,-8.03235,-8.02841,-8.02841,-8.03235,41.5833,101.97,101.97,41.5833,67.5974,2.14996,-1.11474,-1.11474,2.14996,
3.08997,18.7837,18.7837,3.08997,21.867,-1.77962,-1.74164,-1.74164,-1.77962,50.2938,27.9663,50.2938,27.9663,37.7286,0.548678,-1.43519,0.548678,-1.43519,
5.71979,15.42,15.42,5.71979,13.5361,-0.928266,1.52787,1.52787,-0.928266,291.518,173.776,291.518,173.776,136.697,1.76174,-0.293678,1.76174,-0.293678,
115.851,2.97339,115.851,2.97339,118.824,1.64929,1.68405,1.64929,1.68405,24.8858,33.2072,33.2072,24.8858,41.266,-1.3318,1.89244,1.89244,-1.3318,
0.85277,0.0128235,0.85277,0.0128235,0.859224,-2.76619,-2.11239,-2.76619,-2.11239,124.829,40.944,124.829,40.944,91.0783,-1.92476,2.23124,-1.92476,2.23124,
6.63348,110.326,110.326,6.63348,109.381,0.720511,0.274326,0.274326,0.720511,90.1782,112.888,112.888,90.1782,144.435,1.56477,0.285833,0.285833,1.56477,
0.234278,9.2535,9.2535,0.234278,9.34855,-2.29701,-1.38919,-1.38919,-2.29701,20.7457,125.439,125.439,20.7457,106.056,0.955524,-1.56635,-1.56635,0.955524,
0.178219,70.244,70.244,0.178219,70.1513,7.41719,-1.20912,-1.20912,7.41719,128.313,73.953,128.313,73.953,81.7768,1.93221,-1.16263,1.93221,-1.16263,
0.0422139,0.143261,0.143261,0.0422139,0.114858,-0.229777,-0.535101,-0.535101,-0.229777,41.5249,44.1729,44.1729,41.5249,36.5158,-1.62582,1.12135,1.12135,-1.62582,
67.0206,131.167,131.167,67.0206,190.615,-0.583641,-0.0795188,-0.0795188,-0.583641,193.505,128.733,193.505,128.733,306.346,-0.460236,-0.0548414,-0.460236,-0.0548414,
0.0893108,0.00690133,0.0893108,0.00690133,0.0959927,-0.286344,-0.18686,-0.286344,-0.18686,158.843,38.6366,158.843,38.6366,120.586,-0.278782,-0.840428,-0.278782,-0.840428,
0.367574,0.031018,0.367574,0.031018,0.398534,0.463876,0.436909,0.463876,0.436909,447.617,81.0857,447.617,81.0857,393.264,-0.017319,-1.01286,-0.017319,-1.01286,
0.0217574,0.0463649,0.0463649,0.0217574,0.0681189,2.67574,2.67387,2.67387,2.67574,75.1036,38.6121,75.1036,38.6121,113.311,2.1011,-2.32219,2.1011,-2.32219,
0.348772,0.0353819,0.348772,0.0353819,0.378743,-8.02674,-8.59483,-8.02674,-8.59483,109.659,208.914,208.914,109.659,141.953,0.426843,-1.39418,-1.39418,0.426843,
0.0252723,0.0175255,0.0252723,0.0175255,0.042781,4.01036,3.89069,4.01036,3.89069,67.6071,37.0909,67.6071,37.0909,35.8583,-1.24463,2.07026,-1.24463,2.07026,
0.0797952,0.156409,0.156409,0.0797952,0.235117,3.30329,3.31425,3.31425,3.30329,25.3329,134.99,134.99,25.3329,115.7,-2.4861,2.04304,2.04304,-2.4861,
10.8523,147.777,147.777,10.8523,158.629,0.878254,0.819731,0.819731,0.878254,124.504,97.6261,124.504,97.6261,213.237,0.444385,1.52842,0.444385,1.52842,
0.0111164,0.0418055,0.0418055,0.0111164,0.0499614,2.20576,2.09136,2.09136,2.20576,48.7371,47.3085,48.7371,47.3085,38.1987,-0.340258,1.87124,-0.340258,1.87124,
3.67462,0.353085,3.67462,0.353085,3.82892,0.528546,-2.8038,0.528546,-2.8038,117.235,284.207,284.207,117.235,171.852,0.512456,-1.2522,-1.2522,0.512456,
0.405109,2.68204,2.68204,0.405109,2.29237,-1.46012,1.5734,1.5734,-1.46012,112.889,36.6518,112.889,36.6518,131.456,-1.91238,0.807209,-1.91238,0.807209,
0.11565,0.0203479,0.11565,0.0203479,0.135998,2.11108,2.05442,2.11108,2.05442,216.671,28.2385,216.671,28.2385,209.765,1.72907,-1.64957,1.72907,-1.64957,
185.154,67.1816,185.154,67.1816,118.102,1.82065,1.25427,1.82065,1.25427,188.869,78.3961,188.869,78.3961,111.037,1.78681,1.26475,1.78681,1.26475,
0.0817616,0.423531,0.423531,0.0817616,0.5046,-1.98135,-1.84071,-1.84071,-1.98135,87.8298,94.4461,94.4461,87.8298,49.1618,-1.77271,1.43747,1.43747,-1.77271,
0.983414,0.758862,0.983414,0.758862,1.63051,-4.60613,-4.14509,-4.60613,-4.14509,144.731,153.496,153.496,144.731,35.1097,-1.18518,1.59983,1.59983,-1.18518,
1.17682,42.2937,42.2937,1.17682,41.526,2.89656,-1.13301,-1.13301,2.89656,20.2353,212.226,212.226,20.2353,211.71,-1.77268,0.17599,0.17599,-1.77268,
0.0750805,0.0010752,0.0750805,0.0010752,0.0746384,1.78395,4.24793,1.78395,4.24793,41.0742,42.0485,42.0485,41.0742,56.4808,2.3424,-1.56019,-1.56019,2.3424,
0.0684105,0.0498135,0.0684105,0.0498135,0.118221,-1.34749,-1.35059,-1.34749,-1.35059,249.518,288.341,288.341,249.518,38.9751,1.77823,-0.597761,-0.597761,1.77823,
0.0194401,0.0305915,0.0305915,0.0194401,0.0497549,0.739187,1.81537,1.81537,0.739187,54.7432,32.2423,54.7432,32.2423,86.6174,-1.80302,1.99938,-1.80302,1.99938,
3.40428,33.7608,33.7608,3.40428,37.1649,-0.826831,-0.721171,-0.721171,-0.826831,78.7708,85.8323,85.8323,78.7708,42.4798,-0.292486,1.66407,1.66407,-0.292486,
21.1293,2.21183,21.1293,2.21183,23.341,2.27758,2.3165,2.27758,2.3165,376.551,72.7434,376.551,72.7434,312.918,1.81031,0.561682,1.81031,0.561682,
9.5534,0.0148579,9.5534,0.0148579,9.56231,1.32513,-2.83879,1.32513,-2.83879,63.8966,214.335,214.335,63.8966,167.442,1.75801,-1.40321,-1.40321,1.75801,
0.204687,0.462254,0.462254,0.204687,0.666936,1.58679,1.5635,1.5635,1.58679,35.9856,130.665,130.665,35.9856,133.598,1.0785,-2.16749,-2.16749,1.0785,
0.00997756,8.50228,8.50228,0.00997756,8.49235,1.08153,-0.602619,-0.602619,1.08153,109.745,100.25,109.745,100.25,35.0542,1.22971,-1.0362,1.22971,-1.0362,
216.992,4.07707,216.992,4.07707,214.218,1.80574,-1.01956,1.80574,-1.01956,209.981,88.9924,209.981,88.9924,131.453,1.6568,-0.472498,1.6568,-0.472498,
0.369923,0.0180339,0.369923,0.0180339,0.387897,-0.704151,-0.71329,-0.704151,-0.71329,70.8697,53.5889,70.8697,53.5889,39.0494,-2.41177,1.44094,-2.41177,1.44094,
5.9071,178.075,178.075,5.9071,182.595,-0.414412,0.229743,0.229743,-0.414412,339.089,228.043,339.089,228.043,115.816,1.77212,0.333114,1.77212,0.333114,
4.28837,0.619516,4.28837,0.619516,4.49306,-0.535894,1.60998,-0.535894,1.60998,316.281,255.398,316.281,255.398,130.511,-0.20488,1.20537,-0.20488,1.20537,
92.1126,7.89936,92.1126,7.89936,84.2137,0.681086,-1.54281,0.681086,-1.54281,128.711,25.9443,128.711,25.9443,104.069,0.653336,-0.88248,0.653336,-0.88248,
0.0391759,75.0871,75.0871,0.0391759,75.05,5.74056,-2.39333,-2.39333,5.74056,28.3874,111.972,111.972,28.3874,87.1889,0.88098,-1.45574,-1.45574,0.88098,
0.0127683,0.00611464,0.0127683,0.00611464,0.0169837,-0.00622599,-0.0522979,-0.00622599,-0.0522979,344.857,495.76,495.76,344.857,172.581,-0.116869,0.208149,0.208149,-0.116869,
0.0411,9.82584,9.82584,0.0411,9.84279,3.48061,0.864682,0.864682,3.48061,66.8591,201.634,201.634,66.8591,239.498,-0.528036,-2.06409,-2.06409,-0.528036,
0.193987,0.416848,0.416848,0.193987,0.59355,-0.518571,-3.32876,-3.32876,-0.518571,68.18,257.65,257.65,68.18,189.852,1.13596,-1.16376,-1.16376,1.13596,
11.3916,0.0637476,11.3916,0.0637476,11.4058,-0.679183,-1.11551,-0.679183,-1.11551,54.3358,474.76,474.76,54.3358,430.605,0.900276,-0.481244,-0.481244,0.900276,
8.27941,0.365569,8.27941,0.365569,8.16575,0.0958475,-0.15945,0.0958475,-0.15945,162.721,86.7668,162.721,86.7668,76.8008,-1.59423,0.652646,-1.59423,0.652646,
2.46391,17.2384,17.2384,2.46391,15.4159,-1.12692,-1.64535,-1.64535,-1.12692,32.1966,71.074,71.074,32.1966,63.1646,2.32856,-0.530864,-0.530864,2.32856,
69.372,28.4337,69.372,28.4337,91.7887,0.787725,0.274578,0.787725,0.274578,74.8278,135.922,135.922,74.8278,101.255,0.542197,-2.14309,-2.14309,0.542197,
1.31666,0.000592764,1.31666,0.000592764,1.31626,-0.801959,-0.698053,-0.801959,-0.698053,131.626,118.956,131.626,118.956,31.8047,0.718527,-1.97096,0.718527,-1.97096,
0.725106,0.114468,0.725106,0.114468,0.839376,-1.01038,-1.01837,-1.01038,-1.01837,95.849,69.2991,95.849,69.2991,34.6747,-1.35294,2.31671,-1.35294,2.31671,
0.331073,0.00864164,0.331073,0.00864164,0.339711,-3.64357,-3.69945,-3.64357,-3.69945,175.168,23.5776,175.168,23.5776,180.782,-0.0850426,2.28015,-0.0850426,2.28015,
512.065,17.0327,512.065,17.0327,528.04,-1.0194,-1.64257,-1.0194,-1.64257,507.915,404.848,507.915,404.848,119.028,-1.05248,-0.82833,-1.05248,-0.82833,
0.140991,9.20762,9.20762,0.140991,9.12063,-3.47796,-2.22266,-2.22266,-3.47796,655.781,122.038,655.781,122.038,553.572,0.154128,-1.53328,0.154128,-1.53328,
2.2919,0.0381806,2.2919,0.0381806,2.26276,0.361519,0.397805,0.361519,0.397805,233.45,27.3936,233.45,27.3936,219.742,-0.463032,2.11684,-0.463032,2.11684,
137.303,5.31327,137.303,5.31327,133.257,0.845777,-1.96778,0.845777,-1.96778,135.798,20.8524,135.798,20.8524,139.678,0.95528,-2.13625,0.95528,-2.13625,
0.164399,1.32123,1.32123,0.164399,1.46665,-5.06673,1.2026,1.2026,-5.06673,47.1327,97.1316,97.1316,47.1327,80.4911,2.24617,-1.49131,-1.49131,2.24617,
0.00574034,0.0233968,0.0233968,0.00574034,0.0290371,-5.40356,-4.76917,-4.76917,-5.40356,39.4792,109.608,109.608,39.4792,149.06,0.653563,1.15787,1.15787,0.653563,
0.0785473,0.332091,0.332091,0.0785473,0.410544,0.617337,0.632,0.632,0.617337,186.19,211.846,211.846,186.19,27.983,2.04275,-0.473359,-0.473359,2.04275,
0.155732,0.596637,0.596637,0.155732,0.735054,5.1627,-2.92383,-2.92383,5.1627,241.357,42.4792,241.357,42.4792,253.97,-0.869481,-0.286232,-0.869481,-0.286232,
55.6648,62.7076,62.7076,55.6648,115.354,-0.192632,-1.05232,-1.05232,-0.192632,218.525,64.0533,218.525,64.0533,155.239,1.93117,-1.00702,1.93117,-1.00702,
1.33993,0.401908,1.33993,0.401908,1.74109,2.52052,2.54236,2.52052,2.54236,121.436,83.6538,121.436,83.6538,127.875,1.38447,-0.853529,1.38447,-0.853529,
73.8008,4.49022,73.8008,4.49022,73.732,2.11261,-0.540322,2.11261,-0.540322,76.3322,106.722,106.722,76.3322,33.7482,2.17501,-0.683986,-0.683986,2.17501,
85.1833,208.467,208.467,85.1833,164.001,-0.134536,1.08039,1.08039,-0.134536,83.9357,206.832,206.832,83.9357,160.912,-0.14883,1.09712,1.09712,-0.14883,
235.126,111.196,235.126,111.196,154.389,1.39042,-1.75231,1.39042,-1.75231,233.242,98.5295,233.242,98.5295,164.464,1.40751,-1.873,1.40751,-1.873,
0.305684,1.28049,1.28049,0.305684,1.58617,1.61911,1.61699,1.61699,1.61911,163.124,269.767,269.767,163.124,111.836,1.67413,-0.275877,-0.275877,1.67413,
0.0027678,0.0262013,0.0262013,0.0027678,0.0234365,1.76026,1.33511,1.33511,1.76026,45.9292,101.198,101.198,45.9292,141.455,0.294447,-0.448548,-0.448548,0.294447,
0.0129702,0.156743,0.156743,0.0129702,0.169681,-0.0033481,-0.0343628,-0.0343628,-0.0033481,37.3382,118.85,118.85,37.3382,132.707,-1.38408,1.342,1.342,-1.38408,
2.43851,0.309401,2.43851,0.309401,2.74791,-1.42795,-1.43175,-1.42795,-1.43175,63.5856,89.402,89.402,63.5856,44.0794,0.681717,-0.626239,-0.626239,0.681717,
215.131,4.19602,215.131,4.19602,211.822,1.65539,-0.360056,1.65539,-0.360056,335.581,144.453,335.581,144.453,194.158,1.20012,-1.00161,1.20012,-1.00161,
1.1707,0.253682,1.1707,0.253682,1.4239,-1.77182,-1.64264,-1.77182,-1.64264,78.489,87.1802,87.1802,78.489,67.8494,-1.51486,0.51843,0.51843,-1.51486,
0.67242,0.0155534,0.67242,0.0155534,0.665159,-1.46575,-1.61775,-1.46575,-1.61775,67.3146,79.3118,79.3118,67.3146,29.3908,-1.60824,1.75715,1.75715,-1.60824,
0.428215,9.80835,9.80835,0.428215,9.75793,3.0658,2.32429,2.32429,3.0658,76.6748,33.7517,76.6748,33.7517,60.0842,1.60401,-2.33868,1.60401,-2.33868,
0.541828,0.290347,0.541828,0.290347,0.831938,1.11936,1.09602,1.11936,1.09602,240.36,238.954,240.36,238.954,21.5986,0.0141847,2.08767,0.0141847,2.08767,
2.11381,0.0547892,2.11381,0.0547892,2.15911,-0.45676,-6.83979,-0.45676,-6.83979,84.9278,135.637,135.637,84.9278,61.2758,1.39574,-0.679545,-0.679545,1.39574,
60.5469,0.07605,60.5469,0.07605,60.5421,0.971497,1.57554,0.971497,1.57554,191.548,425.376,425.376,191.548,233.856,1.42292,-1.05519,-1.05519,1.42292,
0.0156573,0.0734188,0.0734188,0.0156573,0.0889221,4.6087,5.37388,5.37388,4.6087,224.358,57.2407,224.358,57.2407,171.266,1.31378,-0.267106,1.31378,-0.267106,
61.9203,438.427,438.427,61.9203,378.407,-0.13323,0.138255,0.138255,-0.13323,63.0477,428.783,428.783,63.0477,368.181,-0.179891,0.143788,0.143788,-0.179891,
0.00653468,9.23801,9.23801,0.00653468,9.23284,-8.93799,-2.40758,-2.40758,-8.93799,46.3805,31.7634,46.3805,31.7634,46.8901,1.79622,-1.14143,1.79622,-1.14143,
17.8663,0.194998,17.8663,0.194998,18.0453,0.745595,3.73585,0.745595,3.73585,21.6191,35.4366,35.4366,21.6191,15.8114,-1.46581,1.26435,1.26435,-1.46581,
258.212,143.634,258.212,143.634,134.413,-1.66665,0.369802,-1.66665,0.369802,274.41,149.399,274.41,149.399,138.432,-1.66122,0.315789,-1.66122,0.315789,
0.0339259,0.251914,0.251914,0.0339259,0.285034,-1.80441,-1.59863,-1.59863,-1.80441,165.995,99.1022,165.995,99.1022,98.7875,-1.66336,0.689743,-1.66336,0.689743,
0.00913777,0.0672576,0.0672576,0.00913777,0.0750795,6.16285,6.60083,6.60083,6.16285,287.051,58.2129,287.051,58.2129,239.959,0.100938,-0.905182,0.100938,-0.905182,
0.111116,93.0734,93.0734,0.111116,93.1522,5.02692,-1.78281,-1.78281,5.02692,354.038,74.3937,354.038,74.3937,394.928,-0.717222,1.92996,-0.717222,1.92996,
14.696,2.01997,14.696,2.01997,12.7388,1.93649,0.240668,1.93649,0.240668,181.818,75.4929,181.818,75.4929,114.465,-0.697761,1.96472,-0.697761,1.96472,
0.248215,2.25846,2.25846,0.248215,2.40043,1.60341,1.865,1.865,1.60341,70.79,29.035,70.79,29.035,48.2935,-2.27058,1.39363,-2.27058,1.39363,
18.3423,39.4683,39.4683,18.3423,48.6444,0.578522,-1.83574,-1.83574,0.578522,77.4093,490.511,490.511,77.4093,554.398,0.493527,0.270897,0.270897,0.493527,
1.06683,134.545,134.545,1.06683,134.59,0.899383,1.39229,1.39229,0.899383,64.7893,136.777,136.777,64.7893,86.452,-0.785541,1.38086,1.38086,-0.785541,
0.200534,0.335844,0.335844,0.200534,0.536373,-3.65268,-3.6494,-3.6494,-3.65268,58.6581,482.412,482.412,58.6581,429.2,0.189735,0.258116,0.258116,0.189735,
144.191,361.278,361.278,144.191,235.497,-0.909176,1.11546,1.11546,-0.909176,155.304,374.981,374.981,155.304,246.453,-0.77388,1.11527,1.11527,-0.77388,
0.0850826,0.0377526,0.0850826,0.0377526,0.122835,-0.465026,-0.446228,-0.465026,-0.446228,55.267,148.867,148.867,55.267,202.755,-0.654216,0.0155721,0.0155721,-0.654216,
